data/random-gravity.txt
100
0.331983,0.324252,-0.000263,0.000325,0.421745,0.011187
0.928777,0.474964,-0.000159,0.000247,0.646859,0.010963
0.297601,0.131445,-0.000374,-0.000063,0.503790,0.005221
0.571596,0.810896,-0.000361,0.000068,0.505621,0.005155
0.180386,0.343222,-0.000424,-0.000145,0.525203,0.007022
0.414316,0.996966,0.000012,0.000167,0.741320,0.004614
0.908747,0.497700,-0.000157,-0.000028,0.587696,0.006561
0.197251,0.016492,-0.000294,0.000129,0.537996,0.010571
0.182664,0.378059,0.000269,0.000327,0.738108,0.011451
0.388755,0.606476,-0.000137,0.000221,0.750168,0.007995
0.075373,0.536191,0.000303,0.000103,0.458466,0.005514
0.663037,0.208695,0.000484,-0.000466,0.476187,0.006615
0.052575,0.124936,0.000360,-0.000275,0.651654,0.005098
0.224276,0.158328,-0.000265,0.000003,0.639315,0.008808
0.368247,0.401597,0.000113,0.000265,0.566441,0.005538
0.971680,0.521794,-0.000056,0.000438,0.571095,0.005350
0.955676,0.298164,0.000135,0.000230,0.598002,0.005168
0.926095,0.231226,-0.000492,-0.000077,0.497396,0.008549
0.154359,0.517913,-0.000350,-0.000110,0.705361,0.006398
0.857299,0.919445,0.000023,0.000420,0.786490,0.009637
0.171728,0.165834,0.000329,-0.000059,0.585479,0.004092
0.887098,0.681386,-0.000373,-0.000036,0.454262,0.004630
0.302167,0.536408,0.000313,0.000413,0.785425,0.005679
0.973831,0.648241,-0.000043,-0.000446,0.791653,0.010889
0.008926,0.351492,0.000331,0.000068,0.664044,0.006579
0.981323,0.165348,-0.000319,0.000017,0.523224,0.004627
0.759347,0.043783,0.000368,0.000347,0.672645,0.010254
0.634511,0.278611,-0.000438,0.000080,0.607216,0.006828
0.494539,0.781852,0.000108,0.000427,0.575789,0.007363
0.650669,0.305894,0.000003,-0.000367,0.673647,0.005698
0.317976,0.258752,0.000132,-0.000029,0.600165,0.007313
0.882725,0.199345,-0.000423,-0.000197,0.455535,0.010287
0.404808,0.596580,0.000017,-0.000022,0.450232,0.005171
0.511774,0.888021,0.000399,-0.000122,0.561124,0.009051
0.665157,0.514999,-0.000338,-0.000306,0.717774,0.004601
0.076285,0.304079,0.000483,0.000274,0.424183,0.007624
0.981381,0.010221,0.000459,0.000003,0.590499,0.010507
0.985232,0.831510,-0.000114,0.000107,0.514214,0.005268
0.913445,0.854383,-0.000003,0.000220,0.663780,0.009892
0.143133,0.225609,0.000079,-0.000131,0.624694,0.009690
0.033113,0.677658,-0.000281,0.000030,0.471371,0.010243
0.294679,0.423376,-0.000486,0.000188,0.560273,0.005949
0.974416,0.149841,-0.000220,-0.000245,0.710767,0.006847
0.373606,0.638985,0.000388,-0.000496,0.586586,0.010766
0.394283,0.471880,0.000017,0.000365,0.694463,0.008943
0.837416,0.825759,-0.000073,-0.000350,0.576756,0.008326
0.504021,0.903356,-0.000368,-0.000251,0.564803,0.008019
0.057422,0.515543,-0.000022,-0.000447,0.546520,0.008752
0.019123,0.511357,-0.000069,-0.000345,0.779107,0.010543
0.132775,0.167767,-0.000087,0.000483,0.736321,0.008549
0.242661,0.654057,0.000470,0.000494,0.440915,0.004952
0.610610,0.328509,0.000247,0.000057,0.490048,0.009344
0.998580,0.285147,0.000168,0.000344,0.439624,0.007224
0.779741,0.329258,-0.000482,0.000297,0.572443,0.009554
0.490552,0.679868,0.000413,-0.000003,0.753083,0.008215
0.891337,0.202506,0.000233,-0.000166,0.591958,0.007795
0.375067,0.720618,0.000002,0.000031,0.467992,0.006253
0.802269,0.046615,-0.000126,-0.000494,0.556540,0.006401
0.872899,0.648971,0.000082,-0.000124,0.597810,0.004717
0.662763,0.861516,-0.000137,-0.000171,0.438665,0.006753
0.595038,0.578010,0.000054,-0.000436,0.422419,0.006140
0.304392,0.810930,0.000470,-0.000201,0.537501,0.007762
0.233418,0.651928,-0.000393,0.000358,0.675468,0.008237
0.629738,0.922658,-0.000394,-0.000199,0.587907,0.008259
0.848196,0.424564,-0.000207,0.000284,0.738641,0.005087
0.301201,0.623742,-0.000057,-0.000497,0.565336,0.004978
0.292216,0.049753,0.000106,-0.000065,0.684902,0.007741
0.002580,0.144551,0.000026,0.000202,0.652780,0.008439
0.851382,0.811137,0.000132,-0.000433,0.769927,0.009078
0.238274,0.802746,0.000200,-0.000264,0.457125,0.009123
0.861159,0.805435,0.000039,-0.000074,0.458027,0.006381
0.556868,0.842369,-0.000347,0.000355,0.671604,0.005963
0.054128,0.080822,0.000059,0.000487,0.476706,0.007136
0.127659,0.562074,0.000406,0.000392,0.642036,0.010749
0.791309,0.617295,-0.000134,-0.000135,0.762164,0.006311
0.277918,0.166047,0.000152,-0.000077,0.722337,0.010899
0.995335,0.208486,0.000335,-0.000492,0.557694,0.010048
0.181268,0.590587,-0.000451,-0.000211,0.781990,0.009340
0.517483,0.612016,-0.000191,-0.000347,0.669944,0.006341
0.652041,0.538547,-0.000191,-0.000271,0.784504,0.008794
0.713010,0.047767,0.000430,0.000205,0.705898,0.005915
0.545562,0.447561,0.000208,-0.000244,0.703124,0.009662
0.190810,0.580809,0.000227,-0.000462,0.414303,0.006074
0.422136,0.921635,0.000208,-0.000307,0.406834,0.006211
0.164776,0.997404,-0.000426,-0.000040,0.401654,0.009665
0.301424,0.672837,0.000378,-0.000455,0.634453,0.011052
0.158546,0.329568,0.000347,-0.000380,0.629526,0.004431
0.103203,0.611078,-0.000151,0.000410,0.423060,0.006433
0.992895,0.798525,0.000025,0.000033,0.639807,0.004403
0.841100,0.300393,-0.000342,0.000296,0.414183,0.006831
0.093627,0.022253,-0.000357,0.000473,0.795804,0.011338
0.262199,0.493090,-0.000248,-0.000148,0.640612,0.005314
0.636881,0.786989,-0.000135,-0.000396,0.756296,0.009578
0.381444,0.466444,0.000130,0.000086,0.714978,0.004714
0.740066,0.410022,-0.000277,0.000267,0.546027,0.007378
0.784096,0.090803,0.000334,-0.000068,0.434347,0.010976
0.688060,0.080486,-0.000454,0.000084,0.564679,0.006634
0.452990,0.886606,-0.000175,0.000367,0.781886,0.010024
0.119886,0.009557,0.000334,-0.000147,0.422791,0.008294
0.851854,0.694526,0.000360,-0.000080,0.677459,0.009902
