data/random.txt
1000
0.695386,0.435475,0.000184,-0.000355,0.519248,0.006355
0.021350,0.380460,-0.000403,0.000177,0.504455,0.008236
0.529015,0.739343,-0.000002,-0.000206,0.423482,0.006575
0.963932,0.461139,-0.000480,0.000438,0.555288,0.006563
0.052677,0.207945,-0.000242,0.000408,0.777087,0.010826
0.320314,0.601043,0.000248,0.000143,0.738151,0.004332
0.275812,0.570374,-0.000158,0.000482,0.735783,0.005760
0.247854,0.651384,0.000305,-0.000190,0.729953,0.006387
0.020292,0.333046,-0.000288,-0.000387,0.588051,0.007305
0.184411,0.697399,-0.000427,0.000041,0.728413,0.008968
0.279944,0.004528,0.000005,-0.000202,0.738556,0.009874
0.884618,0.898100,0.000056,0.000075,0.544233,0.008438
0.662006,0.833486,-0.000368,0.000049,0.537703,0.007029
0.707523,0.880913,0.000182,-0.000333,0.702107,0.005727
0.876753,0.015634,0.000392,0.000078,0.558664,0.005845
0.595064,0.512905,-0.000343,-0.000480,0.684981,0.011060
0.960488,0.657069,-0.000020,-0.000089,0.644862,0.005965
0.657086,0.998027,0.000122,-0.000009,0.521917,0.009858
0.457251,0.879066,-0.000135,0.000379,0.502617,0.008836
0.914861,0.825150,-0.000166,0.000395,0.596281,0.010812
0.749059,0.534693,0.000010,-0.000162,0.795843,0.006099
0.682317,0.328972,0.000210,-0.000308,0.532816,0.008242
0.205939,0.333247,-0.000161,-0.000173,0.681605,0.009296
0.107012,0.510012,0.000163,-0.000288,0.798878,0.008665
0.673217,0.967243,-0.000478,-0.000165,0.612719,0.009252
0.693697,0.681343,-0.000078,0.000002,0.452729,0.004936
0.337313,0.797582,-0.000124,-0.000490,0.686167,0.004765
0.343142,0.993744,0.000043,-0.000369,0.482577,0.006888
0.838918,0.382584,-0.000050,0.000004,0.588811,0.009256
0.851762,0.648400,0.000012,-0.000150,0.773764,0.007992
0.340057,0.630786,0.000045,-0.000170,0.768589,0.008029
0.559198,0.436305,0.000177,-0.000072,0.488249,0.004428
0.933805,0.322234,0.000402,-0.000070,0.540997,0.008793
0.054645,0.353578,0.000273,0.000205,0.513943,0.010295
0.331720,0.815594,0.000406,-0.000498,0.580746,0.006170
0.874749,0.066550,0.000172,-0.000054,0.539659,0.004078
0.932904,0.627534,-0.000066,0.000003,0.534514,0.011576
0.654586,0.341647,0.000367,0.000450,0.655773,0.007901
0.697203,0.429060,0.000209,0.000195,0.646255,0.005091
0.691035,0.451073,-0.000471,-0.000255,0.680280,0.007350
0.020479,0.616450,0.000066,0.000018,0.799892,0.008709
0.193752,0.538097,0.000453,-0.000256,0.728037,0.004188
0.574969,0.527374,0.000348,0.000380,0.623027,0.006917
0.201089,0.681551,-0.000228,0.000456,0.520438,0.005829
0.650248,0.671259,0.000392,-0.000367,0.583163,0.004392
0.531693,0.818451,0.000171,-0.000212,0.649644,0.010032
0.236291,0.287541,0.000225,-0.000143,0.629513,0.010868
0.771350,0.545263,0.000311,0.000315,0.433373,0.006315
0.359438,0.437965,0.000472,-0.000273,0.745825,0.006936
0.396934,0.573764,-0.000490,-0.000391,0.672165,0.009929
0.748762,0.652452,0.000429,-0.000108,0.661628,0.009690
0.754908,0.663758,0.000485,0.000440,0.718525,0.006730
0.435835,0.650595,0.000026,-0.000291,0.599479,0.006008
0.197784,0.465842,0.000295,-0.000411,0.721984,0.009212
0.431821,0.538620,0.000095,-0.000460,0.609338,0.010003
0.131065,0.764473,-0.000319,-0.000309,0.466255,0.007080
0.637253,0.105969,0.000386,-0.000072,0.564893,0.010397
0.845124,0.959922,-0.000427,0.000257,0.747344,0.006084
0.465371,0.948586,-0.000457,-0.000074,0.655050,0.005206
0.678278,0.743656,0.000397,-0.000013,0.431110,0.006572
0.936360,0.047061,0.000309,0.000008,0.678127,0.005561
0.909594,0.292666,0.000074,-0.000347,0.658680,0.004140
0.678352,0.347071,0.000255,-0.000247,0.719050,0.005432
0.782864,0.934609,-0.000356,-0.000204,0.416366,0.008531
0.186393,0.567467,-0.000039,0.000178,0.508194,0.006752
0.767558,0.091826,-0.000377,0.000115,0.678546,0.004557
0.637080,0.046506,0.000177,-0.000116,0.572748,0.010522
0.689235,0.260969,-0.000185,-0.000106,0.583661,0.009052
0.873843,0.980860,-0.000028,-0.000304,0.773296,0.008703
0.162855,0.242875,-0.000440,0.000048,0.473196,0.005288
0.719193,0.080544,0.000430,-0.000165,0.643026,0.005690
